kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie
01GTPH;Personenauto;AUDI;AUDI A2;20230913;20220723;hatchback;BLAUW;Niet geregistreerd;4;870;970;20010327;20010327;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1380;1;0.06;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-09-13T00:00:00.000;2022-07-23T00:00:00.000;2001-03-27T00:00:00.000;2001-03-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6099;4;1390;1380;;;;;e1*98/14*0131*01;LAUAF1;FM52T008R8Z50S4K;0;B;0.00;;;;
01GVG8;Personenauto;AUDI;A6;20231023;20171003;sedan;GRIJS;Niet geregistreerd;6;1670;1770;20080102;20080909;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;schutbord;2105;;0.07;283;Nee;Nee;Nee;3665;2022;Geen oordeel;05;Ja;2023-10-23T00:00:00.000;2017-10-03T00:00:00.000;2008-01-02T00:00:00.000;2008-09-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15540;5;2393;2105;750;1500;62191;;;;;;;;;;;
01GVK8;Personenauto;AUDI;AUDI A4;20230310;20100118;sedan;GRIJS;Niet geregistreerd;4;1385;1485;20080918;20080918;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1960;0;0.06;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-03-10T00:00:00.000;2010-01-18T00:00:00.000;2008-09-18T00:00:00.000;2008-09-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7719;5;1798;1960;740;1300;35461;B8;e1*2001/116*0430*07;LCABAF1;FM6B1001R8K600GG;0;B;;;;;
01GVL5;Personenauto;AUDI;AUDI TT;20230713;20190611;cabriolet;GRIJS;Niet geregistreerd;4;1285;1385;20000329;20080924;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;schutbord;1610;;0.10;241;Nee;Ja;Nee;1610;2022;Geen oordeel;05;Ja;2023-07-13T00:00:00.000;2019-06-11T00:00:00.000;2000-03-29T00:00:00.000;2008-09-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10605;2;1781;;;;;;;;;;;;;;;
01GVP6;Personenauto;AUDI;AUDI TT;20230422;20200409;cabriolet;GRIJS;Niet geregistreerd;4;1285;1385;20000427;20080912;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;schutbord;1610;;0.10;243;Nee;Ja;Nee;;2022;Geen oordeel;07;Ja;2023-04-22T00:00:00.000;2020-04-09T00:00:00.000;2000-04-27T00:00:00.000;2008-09-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10582;2;1781;1610;;;;;;;;;;;;;;
01GVS3;Personenauto;AUDI;AUDI A6;20240217;20210706;stationwagen;GROEN;Niet geregistreerd;4;1595;1695;20081006;20081006;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2250;0;0.07;286;Nee;Nee;Nee;3760;2023;Logisch;00;Ja;2024-02-17T00:00:00.000;2021-07-06T00:00:00.000;2008-10-06T00:00:00.000;2008-10-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12454;5;1984;2250;750;1500;51548;;e1*2001/116*0254*17;ABPJF1;FAVJ00R4F600GG;0;B;;;;;
01GVS4;Personenauto;AUDI;AUDI A3;20230927;20160325;stationwagen;ZWART;Niet geregistreerd;4;1220;1320;20080917;20080917;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. voorwielscherm;1805;0;0.07;258;Nee;Ja;Nee;3055;2022;Logisch;00;Ja;2023-09-27T00:00:00.000;2016-03-25T00:00:00.000;2008-09-17T00:00:00.000;2008-09-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6430;5;1390;1805;660;1200;30545;8P;e1*2001/116*0217*20;ACAXCF1;FM6AJ008R8P600GG;0;B;;;;;
01GXL1;Personenauto;AUDI;AUDI A6;20240120;20210218;stationwagen;BLAUW;Niet geregistreerd;6;1615;1715;20080924;20080924;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2270;0;0.09;286;Nee;Nee;Nee;4180;2023;Logisch;00;Ja;2024-01-20T00:00:00.000;2021-02-18T00:00:00.000;2008-09-24T00:00:00.000;2008-09-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13870;5;2773;2270;750;1900;56947;;e1*2001/116*0254*17;ABDXF1;FAVJ00R4F600GG;0;C;;;;;
01GXS9;Personenauto;AUDI;AUDI A3;20230102;20230119;hatchback;ZWART;Niet geregistreerd;6;1470;1570;20031016;20080923;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;2055;0;0.12;258;Nee;Nee;Nee;3705;2023;Geen oordeel;05;Ja;2023-01-02T00:00:00.000;2023-01-19T00:00:00.000;2003-10-16T00:00:00.000;2008-09-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11153;5;3189;2055;750;1600;;;e1*2001/116*0217*04;LBDBQ1;QM62Q008R8P70P;0;G;;;;;
01GZBX;Personenauto;AUDI;AUDI A3;20230221;20230214;hatchback;BLAUW;Niet geregistreerd;4;1065;1165;20010426;20010426;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1650;1;0.06;250;Nee;Nee;Nee;2900;2023;Logisch;00;Ja;2023-02-21T00:00:00.000;2023-02-14T00:00:00.000;2001-04-26T00:00:00.000;2001-04-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5606;5;1595;1650;580;1200;;;e1*98/14*0042*16;LAVUF1;FM52K028R8L60T4L;0;C;;;;;
01GZF8;Personenauto;AUDI;AUDI A3;20240110;20220129;stationwagen;GRIJS;Niet geregistreerd;4;1260;1360;20081015;20081015;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1845;0;0.07;258;Nee;Nee;Nee;3115;2023;Logisch;00;Ja;2024-01-10T00:00:00.000;2022-01-29T00:00:00.000;2008-10-15T00:00:00.000;2008-10-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5938;5;1390;1845;680;1200;28672;8P;e1*2001/116*0217*21;SCAXCF1;FM6AJ008R8P600GG;0;B;;;;;
01GZR3;Personenauto;AUDI;A6 QUATTRO;20230513;20160706;sedan;BLAUW;Niet geregistreerd;6;1470;1570;20050102;20081010;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;schutbord r.;2365;;0.12;284;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-05-13T00:00:00.000;2016-07-06T00:00:00.000;2005-01-02T00:00:00.000;2008-10-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;19925;5;3123;2365;750;1900;;;;;;;;;;;;
01GZSN;Personenauto;AUDI;AUDI A4;20230603;20200705;sedan;GRIJS;Niet geregistreerd;4;1320;1420;20010517;20010517;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1895;0;0.07;266;Nee;Nee;Nee;3340;2022;Logisch;00;Ja;2023-06-03T00:00:00.000;2020-07-05T00:00:00.000;2001-05-17T00:00:00.000;2001-05-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9944;5;1984;1895;710;1400;;;e1*98/14*0151*00;LALTF1;FAVJA0R8E50O;0;C;;;;;
01GZTG;Personenauto;AUDI;AUDI TT;20240124;20211117;coupe;BLAUW;Niet geregistreerd;4;1180;1280;19981029;20010502;Geen verstrekking in Open Data;Ja;2;4;0;0;404;0;M1;r. tegen schutbord onder motorkap;1575;1;0.10;241;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2024-01-24T00:00:00.000;2021-11-17T00:00:00.000;1998-10-29T00:00:00.000;2001-05-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9325;4;1781;1575;;;;;e1*97/27*0089*01;CAJQF1;FM52J036R92M;0;;;;;;
01HBF6;Personenauto;AUDI;AUDI A6;20231102;20180306;sedan;GRIJS;Niet geregistreerd;4;1525;1625;20081010;20081010;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2130;0;0.08;286;Nee;Nee;Nee;3690;2022;Logisch;00;Ja;2023-11-02T00:00:00.000;2018-03-06T00:00:00.000;2008-10-10T00:00:00.000;2008-10-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11035;5;1984;2130;750;1500;46136;;e1*2001/116*0254*17;LBPJF1;FAVJ00R4F600GG;0;B;;;;;
01HBSG;Personenauto;AUDI;AUDI A4;20220402;20220215;sedan;GRIJS;Niet geregistreerd;4;1285;1385;20010518;20010518;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1860;0;0.07;266;Nee;Nee;Nee;3205;2022;Logisch;00;Ja;2022-04-02T00:00:00.000;2022-02-15T00:00:00.000;2001-05-18T00:00:00.000;2001-05-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8118;5;1984;1860;690;1300;;;e1*98/14*0151*00;LALTF1;FM52EQR8E50N;0;C;;;;;
01HDD9;Personenauto;AUDI;AUDI A3;20231227;20140328;stationwagen;GRIJS;Niet geregistreerd;4;1295;1395;20081020;20081020;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1880;0;0.08;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-12-27T00:00:00.000;2014-03-28T00:00:00.000;2008-10-20T00:00:00.000;2008-10-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9020;5;1798;1880;690;1400;38453;8P;e1*2001/116*0217*21;SCDAAF1;FM62S002R8P607MG;0;C;;;;;
01HDJJ;Personenauto;AUDI;AUDI A4;20230517;20190918;sedan;BLAUW;Niet geregistreerd;4;1332;1432;20010608;20010608;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1860;1;0.07;266;Nee;Nee;Nee;3205;2022;Logisch;00;Ja;2023-05-17T00:00:00.000;2019-09-18T00:00:00.000;2001-06-08T00:00:00.000;2001-06-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7643;5;1984;1860;690;1300;;;e1*98/14*0151*01;LALTF1;FM52EQR8E50N;0;C;;;;;G3 gasinstallatie
01HDL8;Personenauto;AUDI;AUDI A4;20231031;20161105;stationwagen;ZWART;Niet geregistreerd;4;1495;1595;20081022;20081022;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2090;0;0.07;282;Nee;Nee;Nee;3860;2022;Logisch;00;Ja;2023-10-31T00:00:00.000;2016-11-05T00:00:00.000;2008-10-22T00:00:00.000;2008-10-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12685;5;1968;2090;750;1700;52011;B8;e1*2001/116*0430*06;ACAGAF1;FM6B1003R8K60;0;B;;;;;
01HDND;Personenauto;AUDI;AUDI A6;20231019;20150620;sedan;GRIJS;Niet geregistreerd;6;1475;1575;20010531;20010531;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2080;1;0.08;275;Nee;Nee;Nee;3820;2022;Logisch;00;Ja;2023-10-19T00:00:00.000;2015-06-20T00:00:00.000;2001-05-31T00:00:00.000;2001-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10569;5;2393;2080;750;1700;;;e1*98/14*0051*11;LAPSF1;FA5V00R92O;0;E;;;;;
01HDR2;Personenauto;AUDI;AUDI A3;20240326;20180327;stationwagen;GRIJS;Niet geregistreerd;4;1285;1385;20081024;20081024;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1870;0;0.07;258;Nee;Nee;Nee;3140;2023;Logisch;00;Ja;2024-03-26T00:00:00.000;2018-03-27T00:00:00.000;2008-10-24T00:00:00.000;2008-10-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6274;5;1390;1870;690;1200;31921;8P;e1*2001/116*0217*21;SCAXCF1;FD7AM006R8P600GG;0;A;;;;;
01HFL3;Personenauto;AUDI;AUDI A3;20240210;20210112;stationwagen;ZWART;Niet geregistreerd;4;1255;1355;20081107;20081107;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1840;0;0.09;258;Nee;Nee;Nee;3290;2023;Logisch;00;Ja;2024-02-10T00:00:00.000;2021-01-12T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8098;5;1798;1840;670;1400;34938;8P;e1*2001/116*0217*21;ACDAAF1;FM62S002R8P607MG;0;C;;;;;
01HFP8;Personenauto;AUDI;AUDI A3;20230302;20220225;stationwagen;WIT;Niet geregistreerd;4;1220;1320;20081103;20081103;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1805;0;0.07;258;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2023-03-02T00:00:00.000;2022-02-25T00:00:00.000;2008-11-03T00:00:00.000;2008-11-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8754;5;1390;1805;660;1200;39407;8P;e1*2001/116*0217*21;ACAXCF1;FM6AJ008R8P600GG;0;B;;;;;
01HFPH;Personenauto;AUDI;AUDI A2;20230509;20070521;hatchback;BLAUW;Niet geregistreerd;4;870;970;20001218;20010618;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1380;1;0.06;240;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-05-09T00:00:00.000;2007-05-21T00:00:00.000;2000-12-18T00:00:00.000;2001-06-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5616;4;1390;1380;;;;;e1*98/14*0131*01;LAUAF1;FM52T008R8Z50S4K;0;;0.00;;;;
01HFTF;Personenauto;AUDI;AUDI A2;20240118;20060121;hatchback;ZWART;Niet geregistreerd;4;870;970;20010626;20010626;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;1;0.06;240;Nee;Nee;Nee;0;2023;Geen oordeel;07;Ja;2024-01-18T00:00:00.000;2006-01-21T00:00:00.000;2001-06-26T00:00:00.000;2001-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4809;4;1390;1410;;;;;e1*98/14*0131*02;LAUAF1;FM52T008R8Z50S4I;0;B;;;;;
01HFV9;Personenauto;AUDI;AUDI A3;20240113;20171223;stationwagen;GRIJS;Niet geregistreerd;4;1260;1360;20081105;20081105;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1845;0;0.07;258;Nee;Nee;Nee;3115;2023;Logisch;00;Ja;2024-01-13T00:00:00.000;2017-12-23T00:00:00.000;2008-11-05T00:00:00.000;2008-11-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6403;5;1390;1845;680;1200;30443;8P;e1*2001/116*0217*21;SCAXCF1;FM6AJ008R8P600GG;0;B;;;;;
01HGB5;Personenauto;AUDI;AUDI A3;20240116;20140116;stationwagen;ZWART;Niet geregistreerd;4;1255;1355;20081107;20081107;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1840;0;0.06;258;Nee;Ja;Nee;3290;2023;Logisch;00;Ja;2024-01-16T00:00:00.000;2014-01-16T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6832;5;1896;1840;670;1400;29692;8P;e1*2001/116*0217*21;ABLSF1;FM5A4009R8P607GG;0;B;;;;;
01HGR2;Personenauto;AUDI;AUDI A5;20230803;20230127;coupe;ZWART;Niet geregistreerd;6;1510;1610;20080404;20081114;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2035;0;0.12;276;Nee;Nee;Nee;3965;2022;Geen oordeel;05;Ja;2023-08-03T00:00:00.000;2023-01-27T00:00:00.000;2008-04-04T00:00:00.000;2008-11-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16290;4;3197;2035;750;1900;;;e1*2001/116*0430*05;CCALAQ1;QM6B2002R8T90;0;D;;;;;
01HHGR;Personenauto;AUDI;AUDI A4;20231122;20211019;sedan;GRIJS;Niet geregistreerd;4;1430;1530;20010705;20010705;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2005;1;0.07;266;Nee;Nee;Nee;3650;2022;Geen oordeel;07;Ja;2023-11-22T00:00:00.000;2021-10-19T00:00:00.000;2001-07-05T00:00:00.000;2001-07-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11859;5;1781;2005;750;1600;;;e1*98/14*0151*01;LAVJQ1;QM5ABDR8E50O;0;D;;;;;
01HHS2;Personenauto;AUDI;AUDI A5;20230513;20200926;coupe;GRIJS;Niet geregistreerd;4;1395;1495;20081128;20081128;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. schroefveerkoker;1920;0;0.09;276;Nee;Nee;Nee;3450;2022;Logisch;00;Ja;2023-05-13T00:00:00.000;2020-09-26T00:00:00.000;2008-11-28T00:00:00.000;2008-11-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9355;4;1984;1920;740;1500;43669;B8;e1*2001/116*0430*09;CCDNBF1;FM6B1004R8T607MG;0;A;;;;;
01HJK8;Personenauto;AUDI;AUDI A6;20231105;20191105;stationwagen;BLAUW;Niet geregistreerd;4;1565;1665;20090113;20090113;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2220;0;0.08;286;Nee;Nee;Nee;3630;2022;Logisch;00;Ja;2023-11-05T00:00:00.000;2019-11-05T00:00:00.000;2009-01-13T00:00:00.000;2009-01-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8991;5;1984;2220;750;1400;41655;;e1*2001/116*0254*17;ABPJF1;FM6XC0R4F600GG;0;B;;;;;
01HJR9;Personenauto;AUDI;AUDI A3;20231021;20201125;stationwagen;ZWART;Niet geregistreerd;4;1295;1395;20090105;20090105;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1880;0;0.06;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-10-21T00:00:00.000;2020-11-25T00:00:00.000;2009-01-05T00:00:00.000;2009-01-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6512;5;1896;1880;690;1400;28666;8P;e1*2001/116*0217*22;SBLSF1;FM5A4044R8P607GG;0;B;;;;;
